subset,file_name,width,height,class_name,xmin,ymin,xmax,ymax,xc,yc,w,h,aspect_ratio
train,inclusion_17.xml,200,200,inclusion,21,25,42,85,31.5,55.0,21,60,0.35
train,inclusion_170.xml,200,200,inclusion,77,16,129,199,103.0,107.5,52,183,0.28415300546448086
train,inclusion_171.xml,200,200,inclusion,82,1,123,120,102.5,60.5,41,119,0.3445378151260504
train,inclusion_171.xml,200,200,inclusion,81,134,104,198,92.5,166.0,23,64,0.359375
train,inclusion_172.xml,200,200,inclusion,77,63,106,195,91.5,129.0,29,132,0.2196969696969697
train,inclusion_172.xml,200,200,inclusion,82,13,103,62,92.5,37.5,21,49,0.42857142857142855
train,inclusion_173.xml,200,200,inclusion,155,1,184,130,169.5,65.5,29,129,0.2248062015503876
train,inclusion_173.xml,200,200,inclusion,155,143,177,180,166.0,161.5,22,37,0.5945945945945946
train,inclusion_174.xml,200,200,inclusion,64,1,84,53,74.0,27.0,20,52,0.38461538461538464
train,inclusion_174.xml,200,200,inclusion,66,70,89,107,77.5,88.5,23,37,0.6216216216216216
train,inclusion_175.xml,200,200,inclusion,94,93,140,199,117.0,146.0,46,106,0.4339622641509434
train,inclusion_175.xml,200,200,inclusion,119,74,139,115,129.0,94.5,20,41,0.4878048780487805
train,inclusion_175.xml,200,200,inclusion,92,101,112,165,102.0,133.0,20,64,0.3125
train,inclusion_176.xml,200,200,inclusion,76,35,114,197,95.0,116.0,38,162,0.2345679012345679
train,inclusion_176.xml,200,200,inclusion,65,15,87,103,76.0,59.0,22,88,0.25
train,inclusion_176.xml,200,200,inclusion,99,1,110,23,104.5,12.0,11,22,0.5
train,inclusion_176.xml,200,200,inclusion,2,139,23,178,12.5,158.5,21,39,0.5384615384615384
train,inclusion_176.xml,200,200,inclusion,97,86,117,132,107.0,109.0,20,46,0.43478260869565216
train,inclusion_177.xml,200,200,inclusion,28,34,56,155,42.0,94.5,28,121,0.23140495867768596
train,inclusion_177.xml,200,200,inclusion,146,104,180,164,163.0,134.0,34,60,0.5666666666666667
train,inclusion_177.xml,200,200,inclusion,146,12,170,48,158.0,30.0,24,36,0.6666666666666666
train,inclusion_177.xml,200,200,inclusion,92,38,108,76,100.0,57.0,16,38,0.42105263157894735
train,inclusion_177.xml,200,200,inclusion,150,175,173,199,161.5,187.0,23,24,0.9583333333333334
train,inclusion_178.xml,200,200,inclusion,11,132,38,182,24.5,157.0,27,50,0.54
train,inclusion_178.xml,200,200,inclusion,176,6,199,110,187.5,58.0,23,104,0.22115384615384615
train,inclusion_178.xml,200,200,inclusion,113,130,135,168,124.0,149.0,22,38,0.5789473684210527
train,inclusion_178.xml,200,200,inclusion,10,17,27,44,18.5,30.5,17,27,0.6296296296296297
train,inclusion_179.xml,200,200,inclusion,136,11,155,53,145.5,32.0,19,42,0.4523809523809524
train,inclusion_179.xml,200,200,inclusion,21,130,64,197,42.5,163.5,43,67,0.6417910447761194
train,inclusion_18.xml,200,200,inclusion,156,111,181,198,168.5,154.5,25,87,0.28735632183908044
train,inclusion_18.xml,200,200,inclusion,117,1,143,137,130.0,69.0,26,136,0.19117647058823528
train,inclusion_18.xml,200,200,inclusion,8,1,32,161,20.0,81.0,24,160,0.15
train,inclusion_18.xml,200,200,inclusion,68,155,83,199,75.5,177.0,15,44,0.3409090909090909
train,inclusion_18.xml,200,200,inclusion,72,50,87,72,79.5,61.0,15,22,0.6818181818181818
train,inclusion_18.xml,200,200,inclusion,148,16,162,56,155.0,36.0,14,40,0.35
train,inclusion_18.xml,200,200,inclusion,28,138,51,186,39.5,162.0,23,48,0.4791666666666667
train,inclusion_18.xml,200,200,inclusion,71,118,83,144,77.0,131.0,12,26,0.46153846153846156
train,inclusion_18.xml,200,200,inclusion,69,86,90,113,79.5,99.5,21,27,0.7777777777777778
train,inclusion_180.xml,200,200,inclusion,81,19,111,163,96.0,91.0,30,144,0.20833333333333334
train,inclusion_180.xml,200,200,inclusion,140,51,156,86,148.0,68.5,16,35,0.45714285714285713
train,inclusion_181.xml,200,200,inclusion,27,54,54,183,40.5,118.5,27,129,0.20930232558139536
train,inclusion_181.xml,200,200,inclusion,56,1,83,198,69.5,99.5,27,197,0.13705583756345177
train,inclusion_181.xml,200,200,inclusion,118,11,145,199,131.5,105.0,27,188,0.14361702127659576
train,inclusion_182.xml,200,200,inclusion,136,1,152,67,144.0,34.0,16,66,0.24242424242424243
train,inclusion_182.xml,200,200,inclusion,136,73,164,159,150.0,116.0,28,86,0.32558139534883723
train,inclusion_182.xml,200,200,inclusion,145,166,165,199,155.0,182.5,20,33,0.6060606060606061
train,inclusion_182.xml,200,200,inclusion,162,1,184,198,173.0,99.5,22,197,0.1116751269035533
train,inclusion_183.xml,200,200,inclusion,124,1,180,197,152.0,99.0,56,196,0.2857142857142857
train,inclusion_184.xml,200,200,inclusion,54,1,107,197,80.5,99.0,53,196,0.27040816326530615
train,inclusion_185.xml,200,200,inclusion,27,1,79,183,53.0,92.0,52,182,0.2857142857142857
train,inclusion_186.xml,200,200,inclusion,67,1,105,86,86.0,43.5,38,85,0.4470588235294118
train,inclusion_186.xml,200,200,inclusion,97,130,117,199,107.0,164.5,20,69,0.2898550724637681
train,inclusion_187.xml,200,200,inclusion,25,56,63,195,44.0,125.5,38,139,0.2733812949640288
train,inclusion_188.xml,200,200,inclusion,90,32,129,171,109.5,101.5,39,139,0.2805755395683453
train,inclusion_189.xml,200,200,inclusion,76,1,113,78,94.5,39.5,37,77,0.4805194805194805
train,inclusion_189.xml,200,200,inclusion,76,84,94,138,85.0,111.0,18,54,0.3333333333333333
train,inclusion_189.xml,200,200,inclusion,115,45,129,86,122.0,65.5,14,41,0.34146341463414637
train,inclusion_19.xml,200,200,inclusion,127,1,152,179,139.5,90.0,25,178,0.1404494382022472
train,inclusion_19.xml,200,200,inclusion,173,1,199,91,186.0,46.0,26,90,0.28888888888888886
train,inclusion_19.xml,200,200,inclusion,176,81,192,148,184.0,114.5,16,67,0.23880597014925373
train,inclusion_190.xml,200,200,inclusion,15,31,28,69,21.5,50.0,13,38,0.34210526315789475
train,inclusion_190.xml,200,200,inclusion,26,41,59,198,42.5,119.5,33,157,0.21019108280254778
train,inclusion_190.xml,200,200,inclusion,59,12,103,198,81.0,105.0,44,186,0.23655913978494625
train,inclusion_190.xml,200,200,inclusion,134,1,149,43,141.5,22.0,15,42,0.35714285714285715
train,inclusion_191.xml,200,200,inclusion,163,29,197,197,180.0,113.0,34,168,0.20238095238095238
train,inclusion_191.xml,200,200,inclusion,150,16,166,59,158.0,37.5,16,43,0.37209302325581395
train,inclusion_192.xml,200,200,inclusion,51,1,71,63,61.0,32.0,20,62,0.3225806451612903
train,inclusion_192.xml,200,200,inclusion,6,1,36,66,21.0,33.5,30,65,0.46153846153846156
train,inclusion_192.xml,200,200,inclusion,24,64,52,188,38.0,126.0,28,124,0.22580645161290322
train,inclusion_193.xml,200,200,inclusion,121,20,145,131,133.0,75.5,24,111,0.21621621621621623
train,inclusion_193.xml,200,200,inclusion,161,34,190,151,175.5,92.5,29,117,0.24786324786324787
train,inclusion_193.xml,200,200,inclusion,147,1,164,30,155.5,15.5,17,29,0.5862068965517241
train,inclusion_194.xml,200,200,inclusion,30,69,56,194,43.0,131.5,26,125,0.208
train,inclusion_194.xml,200,200,inclusion,122,40,148,117,135.0,78.5,26,77,0.33766233766233766
train,inclusion_195.xml,200,200,inclusion,56,54,94,167,75.0,110.5,38,113,0.336283185840708
train,inclusion_196.xml,200,200,inclusion,125,44,149,198,137.0,121.0,24,154,0.15584415584415584
train,inclusion_196.xml,200,200,inclusion,34,63,52,113,43.0,88.0,18,50,0.36
train,inclusion_196.xml,200,200,inclusion,166,75,198,196,182.0,135.5,32,121,0.2644628099173554
train,inclusion_196.xml,200,200,inclusion,130,8,151,65,140.5,36.5,21,57,0.3684210526315789
train,inclusion_197.xml,200,200,inclusion,71,25,115,198,93.0,111.5,44,173,0.2543352601156069
train,inclusion_198.xml,200,200,inclusion,53,10,115,198,84.0,104.0,62,188,0.32978723404255317
train,inclusion_198.xml,200,200,inclusion,157,118,175,157,166.0,137.5,18,39,0.46153846153846156
train,inclusion_199.xml,200,200,inclusion,46,1,85,197,65.5,99.0,39,196,0.1989795918367347
train,inclusion_199.xml,200,200,inclusion,26,1,46,51,36.0,26.0,20,50,0.4
train,inclusion_2.xml,200,200,inclusion,23,98,39,132,31.0,115.0,16,34,0.47058823529411764
train,inclusion_2.xml,200,200,inclusion,106,166,132,199,119.0,182.5,26,33,0.7878787878787878
train,inclusion_20.xml,200,200,inclusion,64,1,100,198,82.0,99.5,36,197,0.18274111675126903
train,inclusion_20.xml,200,200,inclusion,123,1,149,160,136.0,80.5,26,159,0.16352201257861634
train,inclusion_20.xml,200,200,inclusion,162,48,198,198,180.0,123.0,36,150,0.24
train,inclusion_20.xml,200,200,inclusion,124,157,142,200,133.0,178.5,18,43,0.4186046511627907
train,inclusion_200.xml,200,200,inclusion,135,1,181,198,158.0,99.5,46,197,0.233502538071066
train,inclusion_201.xml,200,200,inclusion,52,1,105,198,78.5,99.5,53,197,0.26903553299492383
train,inclusion_201.xml,200,200,inclusion,117,94,139,168,128.0,131.0,22,74,0.2972972972972973
train,inclusion_202.xml,200,200,inclusion,27,1,82,199,54.5,100.0,55,198,0.2777777777777778
train,inclusion_203.xml,200,200,inclusion,33,3,76,197,54.5,100.0,43,194,0.22164948453608246
train,inclusion_204.xml,200,200,inclusion,111,38,136,154,123.5,96.0,25,116,0.21551724137931033
train,inclusion_204.xml,200,200,inclusion,18,174,38,198,28.0,186.0,20,24,0.8333333333333334
train,inclusion_205.xml,200,200,inclusion,20,64,45,184,32.5,124.0,25,120,0.20833333333333334
train,inclusion_205.xml,200,200,inclusion,127,11,170,198,148.5,104.5,43,187,0.22994652406417113
train,inclusion_206.xml,200,200,inclusion,25,113,45,184,35.0,148.5,20,71,0.28169014084507044
train,inclusion_206.xml,200,200,inclusion,76,97,96,160,86.0,128.5,20,63,0.31746031746031744
train,inclusion_206.xml,200,200,inclusion,172,1,192,78,182.0,39.5,20,77,0.2597402597402597
train,inclusion_207.xml,200,200,inclusion,74,14,102,71,88.0,42.5,28,57,0.49122807017543857
train,inclusion_207.xml,200,200,inclusion,103,8,124,39,113.5,23.5,21,31,0.6774193548387096
train,inclusion_207.xml,200,200,inclusion,115,143,150,187,132.5,165.0,35,44,0.7954545454545454
train,inclusion_207.xml,200,200,inclusion,77,109,93,140,85.0,124.5,16,31,0.5161290322580645
train,inclusion_208.xml,200,200,inclusion,87,1,107,47,97.0,24.0,20,46,0.43478260869565216
train,inclusion_208.xml,200,200,inclusion,42,79,107,198,74.5,138.5,65,119,0.5462184873949579
train,inclusion_209.xml,200,200,inclusion,33,3,84,198,58.5,100.5,51,195,0.26153846153846155
train,inclusion_209.xml,200,200,inclusion,80,69,104,115,92.0,92.0,24,46,0.5217391304347826
train,inclusion_21.xml,200,200,inclusion,51,1,94,193,72.5,97.0,43,192,0.22395833333333334
train,inclusion_21.xml,200,200,inclusion,105,1,132,198,118.5,99.5,27,197,0.13705583756345177
train,inclusion_21.xml,200,200,inclusion,143,1,190,196,166.5,98.5,47,195,0.24102564102564103
train,inclusion_21.xml,200,200,inclusion,19,163,37,199,28.0,181.0,18,36,0.5
train,inclusion_210.xml,200,200,inclusion,90,31,133,171,111.5,101.0,43,140,0.30714285714285716
train,inclusion_211.xml,200,200,inclusion,71,1,108,72,89.5,36.5,37,71,0.5211267605633803
train,inclusion_211.xml,200,200,inclusion,88,117,125,199,106.5,158.0,37,82,0.45121951219512196
train,inclusion_212.xml,200,200,inclusion,43,43,78,163,60.5,103.0,35,120,0.2916666666666667
train,inclusion_212.xml,200,200,inclusion,162,85,185,126,173.5,105.5,23,41,0.5609756097560976
train,inclusion_213.xml,200,200,inclusion,119,56,146,199,132.5,127.5,27,143,0.1888111888111888
train,inclusion_213.xml,200,200,inclusion,28,79,49,128,38.5,103.5,21,49,0.42857142857142855
train,inclusion_213.xml,200,200,inclusion,124,24,147,96,135.5,60.0,23,72,0.3194444444444444
train,inclusion_214.xml,200,200,inclusion,70,26,108,197,89.0,111.5,38,171,0.2222222222222222
train,inclusion_214.xml,200,200,inclusion,38,140,56,182,47.0,161.0,18,42,0.42857142857142855
train,inclusion_215.xml,200,200,inclusion,77,1,126,199,101.5,100.0,49,198,0.2474747474747475
train,inclusion_215.xml,200,200,inclusion,59,136,83,199,71.0,167.5,24,63,0.38095238095238093
train,inclusion_215.xml,200,200,inclusion,61,13,82,63,71.5,38.0,21,50,0.42
train,inclusion_216.xml,200,200,inclusion,44,1,107,197,75.5,99.0,63,196,0.32142857142857145
train,inclusion_216.xml,200,200,inclusion,147,67,168,110,157.5,88.5,21,43,0.4883720930232558
train,inclusion_217.xml,200,200,inclusion,55,1,108,195,81.5,98.0,53,194,0.27319587628865977
train,inclusion_217.xml,200,200,inclusion,42,1,72,90,57.0,45.5,30,89,0.33707865168539325
train,inclusion_218.xml,200,200,inclusion,56,71,93,144,74.5,107.5,37,73,0.5068493150684932
train,inclusion_218.xml,200,200,inclusion,109,65,139,145,124.0,105.0,30,80,0.375
train,inclusion_218.xml,200,200,inclusion,89,73,113,112,101.0,92.5,24,39,0.6153846153846154
train,inclusion_219.xml,200,200,inclusion,110,93,133,179,121.5,136.0,23,86,0.26744186046511625
train,inclusion_219.xml,200,200,inclusion,87,52,108,91,97.5,71.5,21,39,0.5384615384615384
train,inclusion_22.xml,200,200,inclusion,48,4,94,181,71.0,92.5,46,177,0.2598870056497175
train,inclusion_22.xml,200,200,inclusion,99,52,124,110,111.5,81.0,25,58,0.43103448275862066
train,inclusion_22.xml,200,200,inclusion,144,2,189,188,166.5,95.0,45,186,0.24193548387096775
train,inclusion_22.xml,200,200,inclusion,24,20,45,103,34.5,61.5,21,83,0.25301204819277107
train,inclusion_220.xml,200,200,inclusion,53,11,96,199,74.5,105.0,43,188,0.22872340425531915
train,inclusion_220.xml,200,200,inclusion,41,5,57,33,49.0,19.0,16,28,0.5714285714285714
train,inclusion_221.xml,200,200,inclusion,35,61,61,195,48.0,128.0,26,134,0.19402985074626866
train,inclusion_221.xml,200,200,inclusion,138,12,182,199,160.0,105.5,44,187,0.23529411764705882
train,inclusion_221.xml,200,200,inclusion,127,11,143,34,135.0,22.5,16,23,0.6956521739130435
train,inclusion_222.xml,200,200,inclusion,122,30,149,166,135.5,98.0,27,136,0.19852941176470587
train,inclusion_222.xml,200,200,inclusion,27,177,49,199,38.0,188.0,22,22,1.0
train,inclusion_223.xml,200,200,inclusion,58,14,79,84,68.5,49.0,21,70,0.3
train,inclusion_223.xml,200,200,inclusion,53,115,78,177,65.5,146.0,25,62,0.4032258064516129
train,inclusion_223.xml,200,200,inclusion,110,1,131,63,120.5,32.0,21,62,0.3387096774193548
train,inclusion_223.xml,200,200,inclusion,84,111,102,142,93.0,126.5,18,31,0.5806451612903226
train,inclusion_224.xml,200,200,inclusion,79,42,126,198,102.5,120.0,47,156,0.30128205128205127
train,inclusion_224.xml,200,200,inclusion,70,26,87,67,78.5,46.5,17,41,0.4146341463414634
train,inclusion_225.xml,200,200,inclusion,28,2,64,194,46.0,98.0,36,192,0.1875
train,inclusion_225.xml,200,200,inclusion,68,14,84,74,76.0,44.0,16,60,0.26666666666666666
train,inclusion_226.xml,200,200,inclusion,29,16,67,199,48.0,107.5,38,183,0.20765027322404372
train,inclusion_227.xml,200,200,inclusion,30,155,48,199,39.0,177.0,18,44,0.4090909090909091
train,inclusion_227.xml,200,200,inclusion,65,2,95,65,80.0,33.5,30,63,0.47619047619047616
train,inclusion_228.xml,200,200,inclusion,93,94,108,130,100.5,112.0,15,36,0.4166666666666667
train,inclusion_229.xml,200,200,inclusion,31,23,58,184,44.5,103.5,27,161,0.16770186335403728
train,inclusion_23.xml,200,200,inclusion,23,10,87,199,55.0,104.5,64,189,0.3386243386243386
train,inclusion_23.xml,200,200,inclusion,109,98,132,198,120.5,148.0,23,100,0.23
train,inclusion_23.xml,200,200,inclusion,164,67,194,190,179.0,128.5,30,123,0.24390243902439024
train,inclusion_23.xml,200,200,inclusion,75,16,93,75,84.0,45.5,18,59,0.3050847457627119
train,inclusion_230.xml,200,200,inclusion,31,1,62,179,46.5,90.0,31,178,0.17415730337078653
train,inclusion_230.xml,200,200,inclusion,143,13,159,54,151.0,33.5,16,41,0.3902439024390244
train,inclusion_231.xml,200,200,inclusion,111,86,128,129,119.5,107.5,17,43,0.3953488372093023
train,inclusion_232.xml,200,200,inclusion,27,43,44,94,35.5,68.5,17,51,0.3333333333333333
train,inclusion_232.xml,200,200,inclusion,133,97,152,151,142.5,124.0,19,54,0.35185185185185186
train,inclusion_232.xml,200,200,inclusion,6,101,37,166,21.5,133.5,31,65,0.47692307692307695
train,inclusion_232.xml,200,200,inclusion,134,1,149,34,141.5,17.5,15,33,0.45454545454545453
train,inclusion_233.xml,200,200,inclusion,171,63,188,113,179.5,88.0,17,50,0.34
train,inclusion_233.xml,200,200,inclusion,43,68,75,128,59.0,98.0,32,60,0.5333333333333333
train,inclusion_233.xml,200,200,inclusion,67,14,81,56,74.0,35.0,14,42,0.3333333333333333
train,inclusion_234.xml,200,200,inclusion,84,24,122,87,103.0,55.5,38,63,0.6031746031746031
train,inclusion_234.xml,200,200,inclusion,83,148,131,200,107.0,174.0,48,52,0.9230769230769231
train,inclusion_235.xml,200,200,inclusion,77,94,130,179,103.5,136.5,53,85,0.6235294117647059
train,inclusion_236.xml,200,200,inclusion,14,12,72,92,43.0,52.0,58,80,0.725
train,inclusion_238.xml,200,200,inclusion,101,97,124,158,112.5,127.5,23,61,0.3770491803278688
train,inclusion_238.xml,200,200,inclusion,88,56,116,117,102.0,86.5,28,61,0.45901639344262296
train,inclusion_239.xml,200,200,inclusion,97,54,114,90,105.5,72.0,17,36,0.4722222222222222
train,inclusion_24.xml,200,200,inclusion,18,1,52,80,35.0,40.5,34,79,0.43037974683544306
train,inclusion_24.xml,200,200,inclusion,26,121,53,199,39.5,160.0,27,78,0.34615384615384615
train,inclusion_24.xml,200,200,inclusion,62,93,105,198,83.5,145.5,43,105,0.4095238095238095
train,inclusion_24.xml,200,200,inclusion,96,1,121,63,108.5,32.0,25,62,0.4032258064516129
train,inclusion_24.xml,200,200,inclusion,131,1,171,194,151.0,97.5,40,193,0.20725388601036268
train,inclusion_24.xml,200,200,inclusion,82,38,98,91,90.0,64.5,16,53,0.3018867924528302
train,inclusion_25.xml,200,200,inclusion,13,3,39,142,26.0,72.5,26,139,0.18705035971223022
train,inclusion_25.xml,200,200,inclusion,60,1,83,46,71.5,23.5,23,45,0.5111111111111111
train,inclusion_25.xml,200,200,inclusion,105,2,143,167,124.0,84.5,38,165,0.23030303030303031
train,inclusion_25.xml,200,200,inclusion,28,169,44,200,36.0,184.5,16,31,0.5161290322580645
train,inclusion_25.xml,200,200,inclusion,173,105,193,175,183.0,140.0,20,70,0.2857142857142857
train,inclusion_26.xml,200,200,inclusion,84,18,114,65,99.0,41.5,30,47,0.6382978723404256
train,inclusion_26.xml,200,200,inclusion,8,54,23,92,15.5,73.0,15,38,0.39473684210526316
train,inclusion_26.xml,200,200,inclusion,80,98,97,143,88.5,120.5,17,45,0.37777777777777777
train,inclusion_26.xml,200,200,inclusion,24,147,40,199,32.0,173.0,16,52,0.3076923076923077
train,inclusion_27.xml,200,200,inclusion,52,93,79,197,65.5,145.0,27,104,0.25961538461538464
train,inclusion_27.xml,200,200,inclusion,14,72,37,126,25.5,99.0,23,54,0.42592592592592593
train,inclusion_27.xml,200,200,inclusion,92,125,107,170,99.5,147.5,15,45,0.3333333333333333
train,inclusion_27.xml,200,200,inclusion,151,46,172,110,161.5,78.0,21,64,0.328125
train,inclusion_27.xml,200,200,inclusion,105,1,129,96,117.0,48.5,24,95,0.25263157894736843
train,inclusion_27.xml,200,200,inclusion,57,23,78,57,67.5,40.0,21,34,0.6176470588235294
train,inclusion_27.xml,200,200,inclusion,146,104,166,156,156.0,130.0,20,52,0.38461538461538464
train,inclusion_27.xml,200,200,inclusion,62,51,75,82,68.5,66.5,13,31,0.41935483870967744
train,inclusion_28.xml,200,200,inclusion,35,1,69,198,52.0,99.5,34,197,0.17258883248730963
train,inclusion_28.xml,200,200,inclusion,87,13,112,75,99.5,44.0,25,62,0.4032258064516129
train,inclusion_28.xml,200,200,inclusion,105,54,129,95,117.0,74.5,24,41,0.5853658536585366
train,inclusion_28.xml,200,200,inclusion,86,107,107,157,96.5,132.0,21,50,0.42
train,inclusion_28.xml,200,200,inclusion,94,159,117,199,105.5,179.0,23,40,0.575
train,inclusion_28.xml,200,200,inclusion,147,71,166,147,156.5,109.0,19,76,0.25
train,inclusion_28.xml,200,200,inclusion,180,101,196,144,188.0,122.5,16,43,0.37209302325581395
train,inclusion_28.xml,200,200,inclusion,150,30,168,62,159.0,46.0,18,32,0.5625
train,inclusion_28.xml,200,200,inclusion,143,147,161,193,152.0,170.0,18,46,0.391304347826087
train,inclusion_29.xml,200,200,inclusion,54,5,92,196,73.0,100.5,38,191,0.19895287958115182
train,inclusion_29.xml,200,200,inclusion,102,27,142,197,122.0,112.0,40,170,0.23529411764705882
train,inclusion_29.xml,200,200,inclusion,171,101,193,164,182.0,132.5,22,63,0.3492063492063492
train,inclusion_29.xml,200,200,inclusion,172,7,190,42,181.0,24.5,18,35,0.5142857142857142
train,inclusion_29.xml,200,200,inclusion,125,16,145,87,135.0,51.5,20,71,0.28169014084507044
train,inclusion_3.xml,200,200,inclusion,22,16,36,44,29.0,30.0,14,28,0.5
train,inclusion_3.xml,200,200,inclusion,18,93,42,186,30.0,139.5,24,93,0.25806451612903225
train,inclusion_3.xml,200,200,inclusion,19,53,45,95,32.0,74.0,26,42,0.6190476190476191
train,inclusion_30.xml,200,200,inclusion,87,2,124,187,105.5,94.5,37,185,0.2
train,inclusion_31.xml,200,200,inclusion,50,44,81,141,65.5,92.5,31,97,0.31958762886597936
train,inclusion_31.xml,200,200,inclusion,63,1,82,36,72.5,18.5,19,35,0.5428571428571428
train,inclusion_31.xml,200,200,inclusion,131,86,175,192,153.0,139.0,44,106,0.41509433962264153
train,inclusion_31.xml,200,200,inclusion,141,1,181,87,161.0,44.0,40,86,0.46511627906976744
train,inclusion_31.xml,200,200,inclusion,2,74,26,148,14.0,111.0,24,74,0.32432432432432434
train,inclusion_31.xml,200,200,inclusion,122,141,137,182,129.5,161.5,15,41,0.36585365853658536
train,inclusion_32.xml,200,200,inclusion,35,1,71,199,53.0,100.0,36,198,0.18181818181818182
train,inclusion_32.xml,200,200,inclusion,88,1,119,139,103.5,70.0,31,138,0.2246376811594203
train,inclusion_32.xml,200,200,inclusion,141,1,170,67,155.5,34.0,29,66,0.4393939393939394
train,inclusion_32.xml,200,200,inclusion,114,87,136,165,125.0,126.0,22,78,0.28205128205128205
train,inclusion_32.xml,200,200,inclusion,43,159,67,199,55.0,179.0,24,40,0.6
train,inclusion_33.xml,200,200,inclusion,66,5,98,196,82.0,100.5,32,191,0.16753926701570682
train,inclusion_33.xml,200,200,inclusion,113,4,144,111,128.5,57.5,31,107,0.2897196261682243
train,inclusion_33.xml,200,200,inclusion,142,55,167,129,154.5,92.0,25,74,0.33783783783783783
train,inclusion_34.xml,200,200,inclusion,129,72,166,182,147.5,127.0,37,110,0.33636363636363636
train,inclusion_34.xml,200,200,inclusion,20,41,54,171,37.0,106.0,34,130,0.26153846153846155
train,inclusion_34.xml,200,200,inclusion,69,104,97,163,83.0,133.5,28,59,0.4745762711864407
train,inclusion_34.xml,200,200,inclusion,89,10,109,59,99.0,34.5,20,49,0.40816326530612246
train,inclusion_35.xml,200,200,inclusion,119,5,157,96,138.0,50.5,38,91,0.4175824175824176
train,inclusion_35.xml,200,200,inclusion,148,2,191,196,169.5,99.0,43,194,0.22164948453608246
train,inclusion_35.xml,200,200,inclusion,118,127,141,196,129.5,161.5,23,69,0.3333333333333333
train,inclusion_36.xml,200,200,inclusion,38,2,109,197,73.5,99.5,71,195,0.3641025641025641
train,inclusion_36.xml,200,200,inclusion,120,3,148,100,134.0,51.5,28,97,0.28865979381443296
train,inclusion_36.xml,200,200,inclusion,130,115,153,199,141.5,157.0,23,84,0.27380952380952384
train,inclusion_36.xml,200,200,inclusion,174,1,199,152,186.5,76.5,25,151,0.16556291390728478
train,inclusion_37.xml,200,200,inclusion,63,2,94,77,78.5,39.5,31,75,0.41333333333333333
train,inclusion_37.xml,200,200,inclusion,8,3,48,197,28.0,100.0,40,194,0.20618556701030927
train,inclusion_37.xml,200,200,inclusion,68,90,95,198,81.5,144.0,27,108,0.25
train,inclusion_37.xml,200,200,inclusion,120,3,163,197,141.5,100.0,43,194,0.22164948453608246
train,inclusion_37.xml,200,200,inclusion,174,2,193,147,183.5,74.5,19,145,0.1310344827586207
train,inclusion_38.xml,200,200,inclusion,17,1,64,199,40.5,100.0,47,198,0.23737373737373738
train,inclusion_38.xml,200,200,inclusion,71,77,92,147,81.5,112.0,21,70,0.3
train,inclusion_38.xml,200,200,inclusion,143,2,181,197,162.0,99.5,38,195,0.19487179487179487
train,inclusion_38.xml,200,200,inclusion,105,75,120,105,112.5,90.0,15,30,0.5
train,inclusion_39.xml,200,200,inclusion,12,21,40,193,26.0,107.0,28,172,0.16279069767441862
train,inclusion_39.xml,200,200,inclusion,48,5,85,142,66.5,73.5,37,137,0.27007299270072993
train,inclusion_39.xml,200,200,inclusion,114,2,149,192,131.5,97.0,35,190,0.18421052631578946
train,inclusion_4.xml,200,200,inclusion,91,43,112,140,101.5,91.5,21,97,0.21649484536082475
train,inclusion_4.xml,200,200,inclusion,94,2,119,44,106.5,23.0,25,42,0.5952380952380952
train,inclusion_40.xml,200,200,inclusion,21,4,44,68,32.5,36.0,23,64,0.359375
train,inclusion_40.xml,200,200,inclusion,65,29,104,199,84.5,114.0,39,170,0.22941176470588234
train,inclusion_40.xml,200,200,inclusion,16,64,38,111,27.0,87.5,22,47,0.46808510638297873
train,inclusion_41.xml,200,200,inclusion,56,57,82,123,69.0,90.0,26,66,0.3939393939393939
train,inclusion_41.xml,200,200,inclusion,89,1,126,191,107.5,96.0,37,190,0.19473684210526315
train,inclusion_41.xml,200,200,inclusion,130,85,161,159,145.5,122.0,31,74,0.4189189189189189
train,inclusion_41.xml,200,200,inclusion,156,1,174,79,165.0,40.0,18,78,0.23076923076923078
train,inclusion_41.xml,200,200,inclusion,182,4,198,155,190.0,79.5,16,151,0.10596026490066225
train,inclusion_42.xml,200,200,inclusion,7,30,28,102,17.5,66.0,21,72,0.2916666666666667
train,inclusion_42.xml,200,200,inclusion,122,114,146,191,134.0,152.5,24,77,0.3116883116883117
train,inclusion_42.xml,200,200,inclusion,36,6,62,89,49.0,47.5,26,83,0.3132530120481928
train,inclusion_42.xml,200,200,inclusion,160,60,176,102,168.0,81.0,16,42,0.38095238095238093
train,inclusion_43.xml,200,200,inclusion,18,120,41,195,29.5,157.5,23,75,0.30666666666666664
train,inclusion_43.xml,200,200,inclusion,1,1,23,196,12.0,98.5,22,195,0.11282051282051282
train,inclusion_43.xml,200,200,inclusion,29,22,57,182,43.0,102.0,28,160,0.175
train,inclusion_43.xml,200,200,inclusion,96,72,124,160,110.0,116.0,28,88,0.3181818181818182
train,inclusion_43.xml,200,200,inclusion,148,50,177,149,162.5,99.5,29,99,0.29292929292929293
train,inclusion_43.xml,200,200,inclusion,102,1,122,37,112.0,19.0,20,36,0.5555555555555556
train,inclusion_43.xml,200,200,inclusion,52,3,78,79,65.0,41.0,26,76,0.34210526315789475
train,inclusion_43.xml,200,200,inclusion,165,1,184,38,174.5,19.5,19,37,0.5135135135135135
train,inclusion_44.xml,200,200,inclusion,32,77,65,181,48.5,129.0,33,104,0.3173076923076923
